airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,10:05:00,910,1.0,No Info,13731
Jet Airways,2019-03-21,Banglore,New Delhi,08:55:00,19:10:00,615,1.0,In-flight meal not included,7832
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,04:40:00,875,1.0,No Info,13941
Indigo,2019-04-15,Banglore,Delhi,22:10:00,01:00:00,170,0.0,No Info,3943
Air India,2019-05-24,Kolkata,Banglore,05:50:00,12:30:00,1840,2.0,No Info,12723
Indigo,2019-05-03,Mumbai,Hyderabad,02:35:00,04:05:00,90,0.0,No Info,2754
Jet Airways,2019-05-18,Delhi,Cochin,13:25:00,12:35:00,1390,2.0,No Info,16704
Jet Airways,2019-05-15,Delhi,Cochin,02:15:00,12:35:00,620,1.0,In-flight meal not included,12373
Air India,2019-06-06,Delhi,Cochin,05:15:00,06:50:00,1535,1.0,No Info,6587
Jet Airways,2019-03-06,Mumbai,Hyderabad,07:10:00,08:35:00,85,0.0,No Info,9536
Indigo,2019-06-24,Delhi,Cochin,06:50:00,12:10:00,320,1.0,No Info,5298
Spicejet,2019-03-24,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No Info,5831
Multiple Carriers,2019-03-21,Delhi,Cochin,11:30:00,19:15:00,465,1.0,No Info,13378
Goair,2019-04-18,Banglore,Delhi,20:55:00,23:40:00,165,0.0,No Info,5048
Jet Airways,2019-06-03,Delhi,Cochin,20:55:00,19:00:00,1325,1.0,No Info,14714
Jet Airways,2019-03-06,Banglore,New Delhi,11:40:00,11:25:00,1425,1.0,No Info,17261
Indigo,2019-05-01,Banglore,Delhi,22:10:00,01:00:00,170,0.0,No Info,3943
Indigo,2019-05-21,Chennai,Kolkata,19:35:00,21:55:00,140,0.0,No Info,3597
Jet Airways,2019-06-27,Delhi,Cochin,14:35:00,12:35:00,1320,2.0,In-flight meal not included,10919
Goair,2019-05-18,Delhi,Cochin,07:25:00,13:35:00,370,1.0,No Info,6296
Multiple Carriers,2019-03-27,Delhi,Cochin,18:00:00,01:35:00,455,1.0,No Info,6673
Jet Airways,2019-06-09,Delhi,Cochin,09:00:00,04:25:00,1165,1.0,In-flight meal not included,10262
Multiple Carriers,2019-06-15,Delhi,Cochin,16:00:00,01:30:00,570,1.0,In-flight meal not included,10196
Jet Airways,2019-06-09,Banglore,Delhi,11:10:00,14:05:00,175,0.0,No Info,8016
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,09:20:00,1155,1.0,No Info,13044
Jet Airways,2019-03-01,Banglore,New Delhi,05:45:00,12:25:00,400,1.0,Business class,62427
Multiple Carriers,2019-06-09,Delhi,Cochin,09:45:00,16:10:00,385,1.0,No Info,9646
Vistara,2019-06-12,Kolkata,Banglore,20:20:00,09:05:00,765,1.0,No Info,7927
Air India,2019-04-09,Delhi,Cochin,14:05:00,17:55:00,230,0.0,No Info,6724
Spicejet,2019-03-03,Kolkata,Banglore,09:00:00,11:30:00,150,0.0,No Info,5515
Spicejet,2019-05-21,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No Info,3873
Air India,2019-03-24,Kolkata,Banglore,19:00:00,11:05:00,965,1.0,No Info,5567
Indigo,2019-03-03,Mumbai,Hyderabad,16:55:00,18:25:00,90,0.0,No Info,6795
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,16:20:00,635,1.0,No Info,14781
Air India,2019-05-18,Kolkata,Banglore,14:15:00,16:45:00,150,0.0,No Info,6245
Spicejet,2019-06-21,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No check-in baggage included,3841
Spicejet,2019-06-03,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No Info,3873
Air India,2019-03-21,Mumbai,Hyderabad,13:55:00,15:25:00,90,0.0,No Info,3100
Jet Airways,2019-06-06,Delhi,Cochin,09:25:00,04:25:00,1140,2.0,No Info,13882
Indigo,2019-03-24,Banglore,New Delhi,18:25:00,21:20:00,175,0.0,No Info,7303
Multiple Carriers,2019-06-12,Delhi,Cochin,09:45:00,22:30:00,765,1.0,No Info,9646
Air India,2019-05-21,Delhi,Cochin,05:55:00,19:15:00,800,2.0,No Info,10861
Jet Airways,2019-06-06,Delhi,Cochin,05:30:00,04:25:00,1375,2.0,In-flight meal not included,10368
Multiple Carriers,2019-05-15,Delhi,Cochin,11:25:00,19:15:00,470,1.0,No Info,7575
Jet Airways,2019-05-24,Kolkata,Banglore,06:30:00,16:20:00,590,1.0,No Info,14571
Jet Airways,2019-05-18,Delhi,Cochin,19:15:00,12:35:00,1040,1.0,In-flight meal not included,12373
Spicejet,2019-03-21,Kolkata,Banglore,17:15:00,19:45:00,150,0.0,No check-in baggage included,3815
Indigo,2019-05-09,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No Info,4804
Air Asia,2019-06-24,Kolkata,Banglore,19:55:00,22:25:00,150,0.0,No Info,3807
Jet Airways,2019-05-06,Kolkata,Banglore,09:35:00,18:00:00,505,1.0,In-flight meal not included,12384
Jet Airways,2019-05-01,Banglore,Delhi,11:10:00,14:05:00,175,0.0,No Info,7229
Indigo,2019-05-21,Mumbai,Hyderabad,12:00:00,13:30:00,90,0.0,No Info,2754
Multiple Carriers,2019-03-27,Delhi,Cochin,07:05:00,21:20:00,855,2.0,No Info,6128
Jet Airways,2019-05-06,Kolkata,Banglore,10:20:00,17:35:00,435,1.0,In-flight meal not included,7064
Indigo,2019-06-03,Delhi,Cochin,14:20:00,22:30:00,490,1.0,No Info,6938
Indigo,2019-06-01,Delhi,Cochin,07:35:00,12:10:00,275,1.0,No Info,5054
Multiple Carriers,2019-05-27,Delhi,Cochin,10:00:00,19:15:00,555,1.0,In-flight meal not included,11446
Spicejet,2019-05-12,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No Info,4423
Air India,2019-05-27,Delhi,Cochin,19:45:00,19:15:00,1410,2.0,No Info,10441
Indigo,2019-03-27,Kolkata,Banglore,15:20:00,17:55:00,155,0.0,No Info,5198
Indigo,2019-06-27,Delhi,Cochin,05:35:00,08:50:00,195,0.0,No Info,5000
Jet Airways,2019-03-24,Kolkata,Banglore,08:25:00,18:10:00,585,1.0,No Info,13759
Air India,2019-05-03,Banglore,Delhi,10:00:00,12:45:00,165,0.0,No Info,6121
Vistara,2019-03-21,Banglore,New Delhi,07:00:00,09:40:00,160,0.0,No Info,5403
Air India,2019-06-12,Delhi,Cochin,05:00:00,07:40:00,1600,2.0,No Info,10231
Air Asia,2019-03-24,Banglore,New Delhi,23:25:00,02:10:00,165,0.0,No Info,4482
Air India,2019-06-24,Delhi,Cochin,12:00:00,19:15:00,435,2.0,No Info,9548
Spicejet,2019-06-15,Chennai,Kolkata,09:45:00,12:00:00,135,0.0,No Info,3597
Spicejet,2019-06-12,Mumbai,Hyderabad,13:15:00,14:45:00,90,0.0,No Info,2017
Goair,2019-06-09,Delhi,Cochin,05:55:00,13:35:00,460,1.0,No Info,5199
Jet Airways,2019-05-18,Kolkata,Banglore,18:55:00,16:20:00,1285,1.0,In-flight meal not included,10844
Jet Airways,2019-05-18,Delhi,Cochin,02:15:00,04:25:00,1570,1.0,In-flight meal not included,12373
Jet Airways,2019-06-24,Delhi,Cochin,15:00:00,12:35:00,1295,1.0,In-flight meal not included,10262
Jet Airways,2019-06-06,Delhi,Cochin,11:45:00,04:25:00,1000,2.0,In-flight meal not included,11992
Jet Airways,2019-06-27,Delhi,Cochin,21:25:00,19:00:00,1295,2.0,In-flight meal not included,11507
Jet Airways,2019-03-06,Banglore,New Delhi,08:00:00,05:05:00,1265,1.0,No Info,14815
Vistara,2019-05-12,Banglore,Delhi,17:00:00,19:35:00,155,0.0,No Info,4878
Multiple Carriers,2019-06-12,Delhi,Cochin,07:05:00,22:30:00,925,1.0,No Info,9646
Jet Airways,2019-05-18,Delhi,Cochin,11:00:00,14:15:00,195,0.0,In-flight meal not included,7202
Multiple Carriers,2019-03-27,Delhi,Cochin,10:00:00,18:50:00,530,1.0,No Info,11667
Indigo,2019-05-24,Kolkata,Banglore,15:15:00,20:05:00,290,1.0,No Info,5192
Jet Airways,2019-05-01,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,No Info,8040
Spicejet,2019-03-06,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No Info,7298
Jet Airways,2019-06-09,Delhi,Cochin,21:50:00,04:25:00,395,1.0,In-flight meal not included,10262
Spicejet,2019-04-24,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No Info,4174
Air India,2019-03-06,Mumbai,Hyderabad,06:00:00,19:25:00,2245,2.0,No Info,13904
Indigo,2019-04-09,Banglore,Delhi,08:30:00,11:20:00,170,0.0,No Info,4823
Multiple Carriers,2019-03-27,Delhi,Cochin,18:15:00,01:35:00,440,1.0,No Info,12327
Indigo,2019-06-01,Delhi,Cochin,15:00:00,01:30:00,630,1.0,No Info,6628
Indigo,2019-06-27,Banglore,Delhi,06:05:00,08:50:00,165,0.0,No Info,3943
Air India,2019-06-03,Delhi,Cochin,19:45:00,19:15:00,1410,2.0,No Info,10441
Air Asia,2019-05-18,Banglore,Delhi,23:55:00,02:45:00,170,0.0,No Info,4483
Air India,2019-06-01,Delhi,Cochin,09:00:00,19:15:00,615,1.0,No Info,10454
Jet Airways,2019-03-12,Banglore,New Delhi,16:55:00,10:25:00,1050,1.0,No Info,13817
Indigo,2019-05-01,Kolkata,Banglore,18:05:00,23:30:00,325,1.0,No Info,6218
Jet Airways,2019-03-01,Banglore,New Delhi,22:50:00,09:30:00,640,1.0,1 Long layover,31825
Multiple Carriers,2019-03-03,Delhi,Cochin,10:00:00,21:00:00,660,1.0,No Info,16863
Goair,2019-06-09,Kolkata,Banglore,23:30:00,07:45:00,495,1.0,No Info,6354
Jet Airways,2019-05-01,Kolkata,Banglore,08:25:00,12:00:00,1655,1.0,In-flight meal not included,9663
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,16:20:00,1220,1.0,No Info,12681
Multiple Carriers,2019-06-01,Delhi,Cochin,10:20:00,19:15:00,535,1.0,No Info,9526
Jet Airways,2019-04-09,Delhi,Cochin,22:50:00,12:35:00,825,1.0,No Info,11822
Jet Airways,2019-05-24,Kolkata,Banglore,14:05:00,23:35:00,570,1.0,In-flight meal not included,10844
Jet Airways,2019-05-27,Delhi,Cochin,15:00:00,12:35:00,1295,1.0,In-flight meal not included,12898
Jet Airways,2019-05-21,Delhi,Cochin,22:50:00,04:25:00,335,1.0,No Info,16079
Jet Airways,2019-06-15,Delhi,Cochin,05:30:00,04:25:00,1375,2.0,In-flight meal not included,10368
Multiple Carriers,2019-05-15,Delhi,Cochin,11:40:00,19:15:00,455,1.0,No Info,9001
Spicejet,2019-05-12,Chennai,Kolkata,09:45:00,12:00:00,135,0.0,No check-in baggage included,3543
Indigo,2019-05-21,Kolkata,Banglore,17:35:00,22:15:00,280,1.0,No Info,5386
Air India,2019-03-06,Delhi,Cochin,06:50:00,07:40:00,1490,2.0,No Info,20416
Jet Airways,2019-05-06,Kolkata,Banglore,21:10:00,08:15:00,665,1.0,In-flight meal not included,7757
Air India,2019-06-09,Chennai,Kolkata,11:40:00,13:55:00,135,0.0,No Info,4667
Indigo,2019-06-01,Mumbai,Hyderabad,06:25:00,07:55:00,90,0.0,No Info,4049
Jet Airways,2019-06-12,Kolkata,Banglore,18:55:00,20:45:00,1550,1.0,In-flight meal not included,8529
Jet Airways,2019-05-15,Kolkata,Banglore,18:55:00,10:05:00,910,1.0,In-flight meal not included,9663
Spicejet,2019-03-12,Kolkata,Banglore,09:00:00,11:30:00,150,0.0,No Info,6982
Multiple Carriers,2019-06-27,Delhi,Cochin,10:20:00,19:00:00,520,1.0,No Info,11264
Jet Airways,2019-06-09,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,In-flight meal not included,3210
Jet Airways,2019-06-03,Delhi,Cochin,05:30:00,19:00:00,810,2.0,In-flight meal not included,10368
Spicejet,2019-03-24,Banglore,New Delhi,20:30:00,23:20:00,170,0.0,No Info,3925
Air India,2019-03-09,Delhi,Cochin,06:05:00,09:25:00,1640,1.0,No Info,10945
Jet Airways,2019-06-09,Kolkata,Banglore,20:00:00,16:20:00,1220,1.0,In-flight meal not included,10844
Vistara,2019-05-15,Kolkata,Banglore,07:10:00,18:50:00,700,1.0,No Info,9345
Indigo,2019-06-12,Kolkata,Banglore,09:35:00,12:20:00,165,0.0,No Info,4804
Air India,2019-03-06,Delhi,Cochin,05:15:00,06:50:00,1535,1.0,No Info,11522
Indigo,2019-05-18,Delhi,Cochin,06:50:00,22:30:00,940,1.0,No Info,7144
Vistara,2019-03-18,Banglore,New Delhi,16:00:00,18:35:00,155,0.0,No Info,11913
Multiple Carriers,2019-06-01,Delhi,Cochin,12:50:00,01:30:00,760,1.0,No Info,6795
Indigo,2019-04-03,Delhi,Cochin,05:35:00,08:50:00,195,0.0,No Info,4729
Jet Airways,2019-05-06,Kolkata,Banglore,16:30:00,09:20:00,1010,1.0,In-flight meal not included,9663
Jet Airways,2019-05-12,Kolkata,Banglore,09:35:00,21:05:00,690,1.0,No Info,14151
Jet Airways,2019-05-27,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,In-flight meal not included,4995
Air Asia,2019-05-01,Banglore,Delhi,04:55:00,07:45:00,170,0.0,No Info,4282
Jet Airways,2019-03-24,Kolkata,Banglore,06:30:00,04:45:00,1335,1.0,In-flight meal not included,10031
Jet Airways,2019-05-09,Delhi,Cochin,09:00:00,04:25:00,1165,1.0,In-flight meal not included,12373
Air India,2019-04-24,Delhi,Cochin,05:10:00,08:00:00,170,0.0,No Info,5201
Jet Airways,2019-05-01,Banglore,Delhi,19:50:00,22:50:00,180,0.0,No Info,7229
Jet Airways,2019-06-09,Kolkata,Banglore,09:35:00,09:45:00,1450,1.0,No Info,14151
Indigo,2019-04-01,Mumbai,Hyderabad,19:05:00,20:35:00,90,0.0,No Info,2754
Indigo,2019-05-12,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No Info,4804
Jet Airways,2019-05-01,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,No Info,8040
Vistara,2019-03-18,Delhi,Cochin,14:55:00,17:50:00,175,0.0,No Info,5586
Multiple Carriers,2019-06-03,Delhi,Cochin,12:50:00,21:00:00,490,1.0,No Info,7740
Indigo,2019-04-27,Delhi,Cochin,07:35:00,12:10:00,275,1.0,No Info,5073
Jet Airways,2019-05-27,Delhi,Cochin,19:30:00,04:25:00,535,2.0,In-flight meal not included,13029
Spicejet,2019-04-12,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No Info,3873
Jet Airways,2019-05-06,Kolkata,Banglore,21:10:00,12:00:00,890,1.0,In-flight meal not included,9663
Spicejet,2019-06-09,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No check-in baggage included,3841
Multiple Carriers,2019-06-24,Delhi,Cochin,19:00:00,01:30:00,390,1.0,No Info,7198
Air India,2019-06-09,Delhi,Cochin,20:00:00,07:40:00,700,1.0,No Info,8372
Indigo,2019-05-06,Kolkata,Banglore,18:05:00,23:30:00,325,1.0,No Info,6218
Air India,2019-05-21,Kolkata,Banglore,09:25:00,05:25:00,1200,2.0,No Info,14687
Jet Airways,2019-06-06,Kolkata,Banglore,21:10:00,04:40:00,450,1.0,In-flight meal not included,7757
Air India,2019-03-24,Banglore,New Delhi,17:00:00,22:55:00,1795,2.0,No Info,8114
Multiple Carriers,2019-05-15,Delhi,Cochin,11:30:00,01:30:00,840,1.0,No Info,13727
Indigo,2019-05-09,Kolkata,Banglore,06:20:00,10:20:00,240,1.0,No Info,4226
Spicejet,2019-04-12,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No Info,4423
Air India,2019-03-06,Delhi,Cochin,13:30:00,08:15:00,1125,1.0,No Info,11563
Multiple Carriers,2019-05-27,Delhi,Cochin,10:20:00,01:30:00,910,1.0,No Info,6795
Multiple Carriers,2019-05-27,Delhi,Cochin,17:45:00,01:30:00,465,1.0,No Info,6795
Goair,2019-05-21,Delhi,Cochin,07:00:00,12:55:00,355,1.0,No Info,6633
Jet Airways,2019-03-21,Banglore,New Delhi,05:50:00,12:20:00,390,1.0,In-flight meal not included,6163
Indigo,2019-06-15,Chennai,Kolkata,13:15:00,15:35:00,140,0.0,No Info,3597
Jet Airways,2019-03-12,Banglore,New Delhi,22:55:00,07:40:00,525,1.0,In-flight meal not included,11087
Jet Airways,2019-05-12,Banglore,Delhi,17:45:00,20:45:00,180,0.0,In-flight meal not included,5198
Air India,2019-03-24,Kolkata,Banglore,09:25:00,05:35:00,1210,2.0,No Info,13349
Indigo,2019-06-15,Delhi,Cochin,16:00:00,21:00:00,300,1.0,No Info,6069
Jet Airways,2019-03-01,Banglore,New Delhi,16:55:00,23:00:00,365,1.0,No Info,54826
Vistara,2019-05-15,Banglore,Delhi,11:30:00,14:20:00,170,0.0,No Info,4668
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,13:15:00,1100,1.0,No Info,13817
Multiple Carriers,2019-06-01,Delhi,Cochin,08:45:00,19:00:00,615,1.0,No Info,12524
Air Asia,2019-04-21,Banglore,Delhi,11:10:00,13:55:00,165,0.0,No Info,4483
Air Asia,2019-03-09,Delhi,Cochin,16:45:00,07:10:00,865,1.0,No Info,8327
Vistara,2019-04-09,Banglore,Delhi,11:30:00,14:20:00,170,0.0,No Info,5403
Indigo,2019-05-21,Chennai,Kolkata,07:55:00,10:15:00,140,0.0,No Info,3850
Indigo,2019-03-27,Delhi,Cochin,04:45:00,13:20:00,515,1.0,No Info,7048
Air Asia,2019-05-15,Delhi,Cochin,16:45:00,07:10:00,865,1.0,No Info,6752
Jet Airways,2019-06-15,Delhi,Cochin,14:00:00,19:00:00,300,1.0,In-flight meal not included,10262
Multiple Carriers,2019-03-27,Delhi,Cochin,13:00:00,21:00:00,480,1.0,No Info,6883
Jet Airways,2019-05-21,Delhi,Cochin,16:00:00,19:00:00,1620,1.0,In-flight meal not included,12898
Jet Airways,2019-05-21,Kolkata,Banglore,20:25:00,22:05:00,1540,1.0,No Info,13067
Vistara,2019-05-24,Kolkata,Banglore,07:10:00,09:05:00,1555,1.0,No Info,9502
Jet Airways,2019-05-12,Kolkata,Banglore,20:25:00,19:10:00,1365,1.0,No Info,13067
Jet Airways,2019-05-15,Kolkata,Banglore,21:10:00,20:45:00,1415,1.0,In-flight meal not included,10844
Jet Airways,2019-03-27,Delhi,Cochin,19:45:00,04:25:00,520,1.0,No Info,12242
Indigo,2019-03-21,Delhi,Cochin,08:25:00,21:00:00,755,1.0,No Info,8285
Jet Airways,2019-05-27,Delhi,Cochin,15:00:00,04:25:00,805,1.0,In-flight meal not included,12898
Air Asia,2019-06-27,Delhi,Cochin,07:55:00,13:25:00,330,1.0,No Info,6152
Jet Airways,2019-06-01,Delhi,Cochin,18:15:00,12:35:00,1100,1.0,In-flight meal not included,10262
Multiple Carriers,2019-06-15,Delhi,Cochin,06:40:00,19:15:00,755,1.0,No Info,8614
Jet Airways,2019-05-09,Kolkata,Banglore,16:30:00,04:40:00,730,1.0,In-flight meal not included,10844
Jet Airways,2019-05-09,Kolkata,Banglore,08:25:00,04:40:00,1215,1.0,No Info,13941
Indigo,2019-06-21,Kolkata,Banglore,14:25:00,16:55:00,150,0.0,No Info,5224
Indigo,2019-06-15,Delhi,Cochin,07:15:00,12:30:00,315,1.0,No Info,6582
Spicejet,2019-05-01,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No Info,4423
Multiple Carriers,2019-03-06,Delhi,Cochin,08:55:00,21:00:00,725,1.0,No Info,15147
Jet Airways,2019-06-12,Delhi,Cochin,02:15:00,12:35:00,620,1.0,No Info,18371
Spicejet,2019-03-03,Kolkata,Banglore,17:15:00,19:45:00,150,0.0,No Info,6251
Spicejet,2019-04-06,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No check-in baggage included,3841
Indigo,2019-05-01,Kolkata,Banglore,09:20:00,14:15:00,295,1.0,No Info,8443
Jet Airways,2019-06-24,Delhi,Cochin,16:00:00,19:00:00,1620,1.0,In-flight meal not included,10262
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,07:25:00,1495,2.0,In-flight meal not included,10118
Jet Airways,2019-05-27,Delhi,Cochin,22:50:00,04:25:00,335,1.0,In-flight meal not included,12898
Jet Airways,2019-06-06,Kolkata,Banglore,21:10:00,04:40:00,450,1.0,No Info,13374
Jet Airways,2019-05-09,Delhi,Cochin,19:15:00,19:00:00,1425,1.0,No Info,15554
Multiple Carriers,2019-03-03,Delhi,Cochin,07:00:00,21:00:00,840,1.0,No Info,15603
Air India,2019-03-24,Kolkata,Banglore,09:25:00,05:35:00,1210,2.0,No Info,12352
Air Asia,2019-05-12,Kolkata,Banglore,07:35:00,19:25:00,710,1.0,No Info,5320
Indigo,2019-03-03,Delhi,Cochin,09:55:00,15:10:00,315,1.0,No Info,12214
Spicejet,2019-05-09,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No check-in baggage included,3573
Indigo,2019-04-09,Kolkata,Banglore,15:15:00,20:05:00,290,1.0,No Info,4268
Jet Airways,2019-05-06,Kolkata,Banglore,06:30:00,12:00:00,330,1.0,No Info,14388
Multiple Carriers,2019-05-15,Delhi,Cochin,11:35:00,01:30:00,835,3.0,No Info,16294
Air India,2019-05-09,Delhi,Cochin,14:10:00,17:10:00,180,0.0,No Info,6094
Air India,2019-04-18,Delhi,Cochin,14:10:00,17:10:00,180,0.0,No Info,6094
Spicejet,2019-03-27,Mumbai,Hyderabad,22:45:00,00:10:00,85,0.0,No Info,1759
Vistara,2019-05-01,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No Info,11982
Air India,2019-04-09,Delhi,Cochin,07:00:00,19:15:00,735,1.0,No Info,6674
Multiple Carriers,2019-05-27,Delhi,Cochin,07:30:00,21:00:00,810,1.0,No Info,8475
Vistara,2019-03-24,Kolkata,Banglore,20:20:00,22:10:00,1550,1.0,No Info,11105
Air India,2019-06-06,Delhi,Cochin,16:40:00,19:15:00,1595,2.0,No Info,9653
Jet Airways,2019-05-06,Kolkata,Banglore,20:25:00,22:05:00,1540,1.0,No Info,11467
Indigo,2019-03-15,Banglore,New Delhi,08:30:00,11:30:00,180,0.0,No Info,6860
Jet Airways,2019-05-09,Kolkata,Banglore,09:35:00,14:25:00,1730,1.0,In-flight meal not included,9314
Jet Airways,2019-05-24,Kolkata,Banglore,20:25:00,21:05:00,1480,1.0,No Info,14151
Vistara,2019-05-03,Banglore,Delhi,07:00:00,09:40:00,160,0.0,No Info,4668
Indigo,2019-06-03,Delhi,Cochin,05:05:00,12:10:00,425,1.0,No Info,6818
Indigo,2019-05-18,Delhi,Cochin,16:10:00,22:30:00,380,1.0,No Info,7640
Air India,2019-06-12,Delhi,Cochin,18:45:00,19:15:00,1470,2.0,No Info,11732
Air India,2019-06-09,Kolkata,Banglore,09:25:00,01:20:00,955,2.0,No Info,11668
Jet Airways,2019-06-06,Delhi,Cochin,20:55:00,19:00:00,1325,1.0,No Info,14714
Jet Airways,2019-04-09,Delhi,Cochin,07:05:00,19:00:00,715,1.0,No Info,17531
Air India,2019-05-24,Kolkata,Banglore,07:00:00,01:20:00,1100,2.0,No Info,14083
Air India,2019-05-01,Kolkata,Banglore,07:00:00,05:25:00,1345,2.0,No Info,14424
Jet Airways,2019-05-06,Kolkata,Banglore,09:35:00,09:45:00,1450,1.0,No Info,10953
Air India,2019-06-27,Delhi,Cochin,09:45:00,23:00:00,795,1.0,No Info,8907
Jet Airways,2019-04-06,Banglore,Delhi,07:10:00,10:10:00,180,0.0,In-flight meal not included,4544
Jet Airways,2019-05-18,Kolkata,Banglore,21:10:00,09:20:00,730,1.0,In-flight meal not included,9663
Jet Airways,2019-06-18,Delhi,Cochin,09:50:00,13:05:00,195,0.0,No Info,9564
Vistara,2019-06-09,Delhi,Cochin,14:40:00,17:50:00,190,0.0,No Info,6216
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,19:50:00,1430,1.0,No Info,12681
Multiple Carriers,2019-06-15,Delhi,Cochin,08:00:00,21:00:00,780,1.0,No Info,13587
Indigo,2019-06-09,Delhi,Cochin,08:30:00,21:00:00,750,1.0,No Info,6838
Indigo,2019-04-18,Kolkata,Banglore,11:30:00,14:05:00,155,0.0,No Info,5224
Jet Airways,2019-06-15,Delhi,Cochin,11:00:00,14:15:00,195,0.0,In-flight meal not included,7202
Indigo,2019-03-21,Delhi,Cochin,10:45:00,15:30:00,285,1.0,No Info,6218
Air India,2019-06-09,Delhi,Cochin,09:45:00,09:25:00,1420,1.0,No Info,7690
Indigo,2019-04-15,Kolkata,Banglore,15:30:00,18:05:00,155,0.0,No Info,4174
Indigo,2019-06-09,Delhi,Cochin,06:50:00,22:30:00,940,1.0,No Info,6442
Jet Airways,2019-03-06,Banglore,New Delhi,05:45:00,18:25:00,760,1.0,No Info,16736
Jet Airways,2019-06-01,Delhi,Cochin,02:15:00,12:35:00,620,1.0,In-flight meal not included,10262
Jet Airways,2019-05-21,Delhi,Cochin,19:10:00,19:00:00,1430,2.0,No Info,15129
Air India,2019-03-03,Banglore,New Delhi,05:50:00,22:10:00,2420,2.0,No Info,11791
Jet Airways,2019-06-06,Kolkata,Banglore,18:55:00,20:45:00,1550,1.0,No Info,14571
Multiple Carriers,2019-06-15,Delhi,Cochin,19:00:00,01:30:00,390,1.0,No Info,7408
Indigo,2019-06-24,Delhi,Cochin,08:35:00,22:30:00,835,1.0,No Info,6442
Air India,2019-03-21,Delhi,Cochin,10:00:00,19:15:00,555,1.0,No Info,7934
Jet Airways,2019-05-24,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,No Info,8040
Jet Airways,2019-06-09,Kolkata,Banglore,18:55:00,18:15:00,1400,1.0,In-flight meal not included,10844
Jet Airways,2019-03-03,Delhi,Cochin,07:05:00,18:50:00,705,1.0,No Info,17024
Jet Airways,2019-05-06,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,No Info,8040
Jet Airways,2019-06-24,Delhi,Cochin,14:35:00,04:25:00,830,2.0,No Info,13376
Vistara,2019-05-18,Kolkata,Banglore,07:10:00,18:50:00,700,1.0,No Info,9345
Air India,2019-06-06,Delhi,Cochin,18:45:00,19:15:00,1470,2.0,No Info,13465
Air India,2019-06-24,Delhi,Cochin,16:55:00,19:15:00,1580,2.0,No Info,13381
Multiple Carriers,2019-03-06,Delhi,Cochin,07:00:00,15:30:00,510,1.0,No Info,15603
Indigo,2019-03-24,Kolkata,Banglore,15:10:00,19:50:00,280,1.0,No Info,7476
Spicejet,2019-05-21,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No check-in baggage included,3543
Air India,2019-06-01,Delhi,Cochin,07:00:00,19:15:00,735,1.0,No Info,9929
Air Asia,2019-04-09,Banglore,Delhi,04:55:00,07:45:00,170,0.0,No Info,4282
Indigo,2019-05-09,Banglore,Delhi,10:10:00,13:00:00,170,0.0,No Info,3943
Air India,2019-05-09,Delhi,Cochin,14:25:00,19:15:00,1730,2.0,No Info,13591
Jet Airways,2019-05-12,Kolkata,Banglore,16:30:00,22:35:00,365,1.0,In-flight meal not included,10844
Air India,2019-03-15,Banglore,New Delhi,09:30:00,16:20:00,410,1.0,No Info,8714
Indigo,2019-06-01,Delhi,Cochin,17:30:00,01:30:00,480,1.0,No Info,6628
Indigo,2019-03-27,Chennai,Kolkata,22:05:00,00:25:00,140,0.0,No Info,5277
Air Asia,2019-04-21,Kolkata,Banglore,22:50:00,01:20:00,150,0.0,No Info,5645
Jet Airways,2019-06-09,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,No Info,5678
